영화 코드,영화명,개봉일,영화장르,대표 제작국가,영화 감독 이름,제작사 코드
20219628,정직한 후보2,20220928,코미디,한국,장유정,"20100340,20063279"
20226670,극장판 헬로카봇: 수상한 마술단의 비밀,20220928,애니메이션,한국,"최신규,이슬기,정승원","20229269,20229341"
20226777,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,20220928,애니메이션,일본,타카하시 와타루,
20226739,고고다이노 극장판: 얼음공룡의 비밀,20221005,애니메이션,한국,이선명,20217163
20217624,컴백홈,20221005,"드라마,코미디",한국,이연우,"20205261,20142369"
20225729,스마일,20221006,"미스터리,공포(호러)",미국,파커 핀,
20226798,에브리씽 에브리웨어 올 앳 원스,20221012,"액션,코미디",미국,"다니엘 콴,다니엘 쉐이너트",
20227338,티켓 투 파라다이스,20221012,"멜로/로맨스,코미디",미국,올 파커,
20227304,오펀: 천사의 탄생,20221012,"공포(호러),스릴러",미국,윌리엄 브렌트 벨,
20208101,대무가,20221012,"드라마,코미디",한국,이한종,20169630
20227225,귀못,20221019,공포(호러),한국,탁세웅,"20114875,20217061"
20226886,블랙 아담,20221019,"액션,어드벤처,SF",미국,자움 콜렛 세라,
20226558,아인보: 아마존의 전설,20221026,애니메이션,페루,"리처드 클라우스,호세 젤라다",
20198461,리멤버,20221026,드라마,한국,이일형,20126515
20198429,자백,20221026,"범죄,스릴러",한국,윤종석,20100540
20211242,고속도로 가족,20221102,드라마,한국,이상문,"20203424,20217743"
20227751,가재가 노래하는 곳,20221102,드라마,미국,올리비아 뉴먼,
20226254,블랙 팬서: 와칸다 포에버,20221109,"액션,어드벤처,드라마",미국,라이언 쿠글러,
20228357,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,20221110,"애니메이션,액션,판타지",일본,카와노 아야코,
20227514,폴: 600미터,20221116,"스릴러,액션",영국,스콧 만,
20217905,데시벨,20221116,액션,한국,황인호,"2019901,20100178"
20224598,동감,20221116,멜로/로맨스,한국,서은영,20217743
20228532,한산 리덕스,20221116,"액션,드라마",한국,김한민,20123063
20228190,스트레인지 월드,20221123,애니메이션,미국,"돈 홀,퀴 응우옌",
20228631,양자경의 더 모든 날 모든 순간,20221123,"액션,코미디",미국,"다니엘 콴,다니엘 쉐이너트",
20227762,올빼미,20221123,스릴러,한국,안태진,"20123218,20158028"
20228297,유포자들,20221123,"범죄,드라마,스릴러",한국,홍석구,"20114875,20217061"
20205106,압꾸정,20221130,"코미디,드라마",한국,임진순,"20229048,20063279,20138935"
20228313,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",20221130,멜로/로맨스,일본,미키 타카히로,
20227445,원피스 필름 레드,20221130,애니메이션,일본,타니구치 고로,
20228602,엔시티 드림 더 무비 : 인 어 드림,20221130,다큐멘터리,한국,"이예지,오윤동",20203082
20210364,탄생,20221130,드라마,한국,박흥식,"20101554,20229527"
20228308,극장판 뽀로로와 친구들: 바이러스를 없애줘!,20221201,애니메이션,한국,박영균,20020113
20227885,프레이 포 더 데블,20221207,"미스터리,공포(호러)",미국,다니엘 스탬,
20228655,스페이스 키드: 우주에서 살아남기,20221207,"애니메이션,어드벤처",프랑스,에릭 토스티,
20225061,아바타: 물의 길,20221214,"액션,어드벤처,SF,스릴러",미국,제임스 카메론,
20228640,신비아파트 극장판 차원도깨비와 7개의 세계,20221214,애니메이션,한국,변영규,20110854
20196478,영웅,20221221,"드라마,뮤지컬",한국,윤제균,"20100278,20110854"
20228309,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,20221221,애니메이션,한국,김수경,20192742
20228829,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,20221222,애니메이션,기타,알렉세이 트시칠린,
20227925,몬스터 신부: 101번째 프로포즈,20221228,"애니메이션,코미디,판타지,어드벤처",헝가리,,
20210140,젠틀맨,20221228,범죄,한국,김경원,"20218082,20239821"
20215315,스위치,20230104,기타,한국,마대윤,2016841
20224109,장화신은 고양이: 끝내주는 모험,20230104,애니메이션,미국,조엘 크로포드,
20228555,더 퍼스트 슬램덩크,20230104,애니메이션,일본,이노우에 다케히코,
20228255,프린스 챠밍,20230111,"애니메이션,판타지",미국,로스 베노커,
20228895,캐리와 슈퍼콜라,20230118,애니메이션,한국,"오성윤,이춘백",20191381
20229166,라일 라일 크로커다일,20230118,"가족,뮤지컬,드라마",미국,"조쉬 고든,윌 스펙",
20190808,교섭,20230118,드라마,한국,임순례,"20061784,20137675"
20214823,유령,20230118,"드라마,액션",한국,이해영,20124216
20229205,메간,20230125,"공포(호러),스릴러,코미디",미국,제라드 존스톤,
20229551,상견니,20230125,"드라마,판타지,멜로/로맨스",대만,황천인,
20239691,방탄소년단: 옛 투 컴 인 시네마,20230201,공연,한국,오윤동,20203082
20227374,바빌론,20230201,드라마,미국,데이미언 셔젤,
20223565,다음 소희,20230208,드라마,한국,정주리,"20160021,20217189"
20228966,어메이징 모리스,20230215,"애니메이션,판타지,어드벤처",독일,토비 젠켈,
20210684,두다다쿵: 후후섬의 비밀,20230215,애니메이션,한국,"최병선,김지윤",20217823
20230209,앤트맨과 와스프: 퀀텀매니아,20230215,액션,미국,페이튼 리드,
20239573,서치 2,20230222,"미스터리,스릴러",미국,"니콜라스 D 존슨,윌 메릭",
20202026,마루이 비디오,20230222,"미스터리,공포(호러)",한국,윤준형,"20172982,20161201"
20193706,카운트,20230222,드라마,한국,권혁재,20186561
20239913,바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,20230223,"애니메이션,액션,어드벤처",영국,,
20208962,대외비,20230301,"범죄,드라마",한국,이원태,"20217961,20138935"
20227684,멍뭉이,20230301,드라마,한국,김주환,"20158288,20191641"
20230340,에브리씽 에브리웨어 올 앳 원스+,20230301,"액션,코미디",미국,"다니엘 콴,다니엘 쉐이너트",
20230495,아임 히어로 더 파이널,20230301,"공연,다큐멘터리",한국,오윤동,20203082
20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",20230302,애니메이션,일본,소토자키 하루오,
20226270,스즈메의 문단속,20230308,애니메이션,일본,신카이 마코토,
20230200,똑똑똑,20230308,"미스터리,스릴러",미국,M. 나이트 샤말란,
20230199,플레인,20230315,"액션,스릴러",미국,장-프랑소와 리셰,
20230081,샤잠! 신들의 분노,20230315,"액션,어드벤처",미국,데이비드 F. 샌드버그,
20197654,소울메이트,20230315,드라마,한국,민용근,"20203941,20239841,20161781,20114792"
20230484,치킨래빗: 잃어버린 보물을 찾아서,20230318,애니메이션,벨기에,벤 스타센,
20230767,파벨만스,20230322,드라마,미국,스티븐 스필버그,
20224780,모나리자와 블러드 문,20230322,"판타지,미스터리,스릴러",미국,애나 릴리 아미푸르,
20210544,웅남이,20230322,"코미디,액션",한국,박성광,20239677
20230641,오토라는 남자,20230329,드라마,미국,마크 포스터,
20226410,던전 앤 드래곤: 도적들의 명예,20230329,"액션,어드벤처,판타지",미국,,
20226489,리바운드,20230405,드라마,한국,장항준,"20138935,20230221"
20231010,에어,20230405,드라마,미국,벤 애플렉,
20231035,카구야 님은 고백받고 싶어 -첫 키스는 끝나지 않아-,20230406,애니메이션,일본,하타케야마 마모루,
20231009,거울 속 외딴 성,20230412,"애니메이션,미스터리,판타지",일본,하라 케이이치,
20231089,존 윅 4,20230412,액션,미국,채드 스타헬스키,
20200154,킬링 로맨스,20230414,코미디,한국,이원석,"20130188,20230131"
20231244,렌필드,20230419,"코미디,판타지,공포(호러)",미국,크리스 맥케이,
20225865,옥수역귀신,20230419,"공포(호러),미스터리",한국,정용기,20111564
20231164,무명,20230426,"스릴러,액션",중국,청어,
20227890,슈퍼 마리오 브라더스,20230426,"애니메이션,어드벤처,코미디",미국,,
20198482,드림,20230426,"코미디,드라마",한국,이병헌,"20216342,20175881"
20231496,가디언즈 오브 갤럭시: Volume 3,20230503,액션,미국,제임스 건,
20231348,극장판 짱구는 못말려: 동물소환 닌자 배꼽수비대,20230504,애니메이션,일본,하시모토 마사카즈,
20218656,롱디,20230510,"멜로/로맨스,코미디",한국,임재완,"20228853,20102062"
20231437,문재인입니다,20230510,다큐멘터리,한국,이창재,20139535
20231592,분노의 질주: 라이드 오어 다이,20230517,액션,미국,루이스 리테리어,
20231029,슬픔의 삼각형,20230517,"코미디,드라마",미국,루벤 외스틀룬드,
20231677,남은 인생 10년,20230524,멜로/로맨스,일본,후지이 미치히토,
20231839,인어공주,20230524,"뮤지컬,가족,판타지,멜로/로맨스",미국,롭 마샬,
20226411,범죄도시3,20230531,"범죄,액션",한국,이상용,"20229048,20063279,20138935"
20232025,트랜스포머: 비스트의 서막,20230606,액션,미국,스티븐 카플 주니어,20104469
20231971,플래시,20230614,액션,미국,안드레스 무시에티,
20228930,엘리멘탈,20230614,애니메이션,미국,피터 손,
20232180,스파이더맨: 어크로스 더 유니버스,20230621,애니메이션,미국,호아킴 도스 산토스,
20227654,수라,20230621,다큐멘터리,한국,황윤,"20100836,20230135"
20211937,귀공자,20230621,액션,한국,박훈정,"20161022,20161781"
20232075,명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인,20230623,애니메이션,일본,,
20232273,인디아나 존스: 운명의 다이얼,20230628,"어드벤처,액션",미국,제임스 맨골드,
20231781,애스터로이드 시티,20230628,드라마,미국,웨스 앤더슨,
20232220,"2022 영탁 단독 콘서트 ""탁쇼""",20230628,"공연,다큐멘터리",한국,송승연,20063188
20224579,악마들,20230705,"액션,스릴러",한국,김재훈,20228982
20231889,보 이즈 어프레이드,20230705,"어드벤처,공포(호러)",미국,아리 에스터,
20232570,극장판 도라에몽: 진구와 하늘의 유토피아,20230708,애니메이션,일본,,
20232631,미션 임파서블: 데드 레코닝 PART ONE,20230712,"액션,스릴러,어드벤처",미국,크리스토퍼 맥쿼리,20104469
20232740,바비,20230719,기타,미국,그레타 거윅,
20232778,인시디어스: 빨간 문,20230719,공포(호러),미국,패트릭 윌슨,
20232639,극장판 슈퍼윙스: 맥시멈 스피드,20230720,애니메이션,한국,정길훈,20157651
20232536,명탐정코난: 흑철의 어영,20230720,애니메이션,일본,타치카와 유즈루,
20218541,밀수,20230726,액션,한국,류승완,20100374
20232491,핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,20230726,애니메이션,한국,변희선,20192742
20193879,비공식작전,20230802,드라마,한국,김성훈,"20141672,20142550"
20232836,몬스터 패밀리 2,20230802,애니메이션,영국,호거 태프,
20218935,더 문,20230802,"SF,액션,드라마",한국,김용화,"20231183,20204141"
20204264,콘크리트 유토피아,20230809,"드라마,기타",한국,엄태화,"20203941,20110911"
20232698,바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,20230810,"애니메이션,어드벤처,액션",영국,,
20192995,보호자,20230815,"액션,드라마",한국,정우성,20169408
20226500,달짝지근해: 7510,20230815,코미디,한국,이한,20139999
20233052,메가로돈 2,20230815,액션,미국,벤 휘틀리,
20226431,오펜하이머,20230815,"스릴러,드라마",미국,크리스토퍼 놀란,
20232629,마야 3: 숲속 왕국의 위기,20230824,애니메이션,독일,노엘 클리어리,
20223831,스파이 코드명 포춘,20230830,액션,미국,가이 리치,
20233569,조이 라이드,20230830,코미디,미국,,
20233075,신체모음.zip,20230830,공포(호러),한국,"최원경,전병덕,이광진,지삼,김장미,서형우","20100123,20229183,20230983"
20233014,타겟,20230830,스릴러,한국,박희곤,20175163
20224667,잠,20230906,미스터리,한국,유재선,20156868
20234044,베니스 유령 살인사건,20230913,"범죄,미스터리,스릴러,공포(호러)",미국,케네스 브래너,
20233743,아이유 콘서트 : 더 골든 아워,20230913,"공연,다큐멘터리",한국,,
20233643,닌자터틀: 뮤턴트 대소동,20230914,애니메이션,미국,,
20228016,"여름을 향한 터널, 이별의 출구",20230914,애니메이션,일본,타구치 토모히사,
20233411,그란 투리스모,20230920,액션,미국,,
20233597,아르고 원정대: 꼬마 영웅 패티의 대모험,20230921,애니메이션,프랑스,"다비드 알로,에릭 토스티",
20233235,가문의 영광: 리턴즈,20230921,코미디,한국,"정태원,정용기",20100947
20227410,천박사 퇴마 연구소: 설경의 비밀,20230927,"판타지,액션",한국,김성식,20100374
20223896,거미집,20230927,"코미디,드라마",한국,김지운,20231084
20197122,1947 보스톤,20230927,드라마,한국,강제규,"20138935,20138477"
20234281,더 넌 2,20230927,공포(호러),미국,마이클 차베즈,
20234099,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,20230928,애니메이션,일본,,
20233879,크리에이터,20231003,"SF,액션",미국,가렛 에드워즈,
20228819,30일,20231003,코미디,한국,남대중,20122736
20234277,사나: 저주의 아이,20231004,공포(호러),일본,시미즈 다카시,
20234253,퍼피 구조대: 더 마이티 무비,20231006,"애니메이션,어드벤처",미국,캘런 브런커,20104469
20227626,화란,20231011,드라마,한국,김창훈,20122737
20212667,화사한 그녀,20231011,코미디,한국,이승준,"20161041,20161101"
20234213,익스펜더블 4,20231018,액션,미국,스캇 워프,
20234853,엑소시스트: 믿는 자,20231018,공포(호러),미국,데이빗 고든 그린,20100603
20234663,바람 따라 만나리 : 김호중의 계절,20231018,"공연,다큐멘터리",한국,오윤동,20203082
20233178,블루 자이언트,20231018,애니메이션,일본,타치카와 유즈루,
20232894,플라워 킬링 문,20231019,"범죄,드라마",미국,마틴 스코세이지,
20234664,그대들은 어떻게 살 것인가,20231025,애니메이션,일본,미야자키 하야오,
20224517,용감한 시민,20231025,"액션,드라마",한국,박진표,"20228943,20175501"
20234666,톡 투 미,20231101,공포(호러),호주,"대니 필리푸,마이클 필리푸",
20200622,소년들,20231101,"드라마,범죄",한국,정지영,"20062550,20110854"
20235459,테일러 스위프트 디 에라스 투어,20231103,공연,미국,,
20235034,더 마블스,20231108,"액션,SF",미국,니아 다코스타,
20225894,뉴 노멀,20231108,"스릴러,드라마,코미디",한국,정범식,20231222
20234797,헝거게임: 노래하는 새와 뱀의 발라드,20231115,"액션,어드벤처,SF,스릴러",미국,프란시스 로렌스,
20235030,프레디의 피자가게,20231115,"공포(호러),스릴러",미국,엠마 타미,20100603
20234293,이빨요정 비올레타: 요정나라로 돌아갈래!,20231118,"애니메이션,판타지,어드벤처",독일,,
20212866,서울의 봄,20231122,드라마,한국,김성수,2016841
20234957,스노우 폭스: 썰매개가 될 거야!,20231123,"애니메이션,어드벤처",미국,아론 우들리,
20202247,싱글 인 서울,20231129,"멜로/로맨스,코미디",한국,박범수,"20100807,20100545,20101693"
20235261,극장판 파워 디지몬 더 비기닝,20231129,애니메이션,일본,타구치 토모히사,
20234114,괴물,20231129,"드라마,미스터리",일본,고레에다 히로카즈,
20234798,극장판 우당탕탕 은하안전단: 진정한 용기!,20231130,애니메이션,한국,정지훈,20156268
20235098,나폴레옹,20231206,"전쟁,드라마",미국,리들리 스콧,
20235697,엔시티 네이션 : 투 더 월드 인 시네마,20231206,"공연,다큐멘터리",한국,오윤동,20203082
20190324,3일의 휴가,20231206,"판타지,드라마",한국,육상효,20169189
20234673,뽀로로 극장판 슈퍼스타 대모험,20231213,애니메이션,한국,"윤제완,김성민",20020113
20235698,쏘우 X,20231213,"공포(호러),스릴러",미국,케빈 그루터트,
20235980,말하고 싶은 비밀,20231213,멜로/로맨스,일본,,
20233299,크레센도,20231220,다큐멘터리,미국,헤더 윌크,
20235735,아쿠아맨과 로스트 킹덤,20231220,"액션,어드벤처,판타지",미국,제임스 완,
20235596,트롤: 밴드 투게더,20231220,애니메이션,미국,월트 도른,
20203702,노량: 죽음의 바다,20231220,"사극,액션",한국,김한민,20123063
20236146,신차원! 짱구는 못말려 더 무비 초능력 대결전 ~날아라 수제김밥~,20231222,애니메이션,일본,오네 히토시,
20235290,도티와 영원의 탑,20231227,애니메이션,한국,"배완,양희성,박인한",20216902
20236045,"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",20231227,애니메이션,영국,,
20236080,류이치 사카모토: 오퍼스,20231227,"공연,다큐멘터리",일본,소라 네오,
20235834,위시,20240103,애니메이션,미국,"크리스 벅,폰 비라선손",
20235253,외계+인 2부,20240110,기타,한국,최동훈,20062083
20235583,인투 더 월드,20240110,애니메이션,미국,벤자민 레너,
20235353,길위에 김대중,20240110,다큐멘터리,한국,민환기,"20100545,20191402"
20235854,덤 머니,20240117,"코미디,드라마",미국,크레이그 질레스피,
20236464,도그맨,20240124,드라마,프랑스,뤽 베송,
20206946,시민덕희,20240124,드라마,한국,박영주,"20123218,20138235"
20246964,정글번치: 월드투어,20240131,애니메이션,프랑스,,
20234730,추락의 해부,20240131,"드라마,스릴러",프랑스,쥐스틴 트리에,
20236180,웡카,20240131,"판타지,드라마",미국,폴 킹,
20247074,건국전쟁,20240201,다큐멘터리,한국,김덕영,20204101
20231415,소풍,20240207,드라마,한국,김용균,20130017
20211477,데드맨,20240207,범죄,한국,하준원,"20063202,20122494"
20212668,도그데이즈,20240207,드라마,한국,김덕민,20110854
20246966,아기상어 극장판: 사이렌 스톤의 비밀,20240207,애니메이션,미국,,
20234581,아가일,20240207,"액션,코미디",미국,매튜 본,
20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",20240214,애니메이션,일본,소토자키 하루오,
20247063,바튼 아카데미,20240221,"코미디,드라마",미국,알렉산더 페인,
20247219,사운드 오브 프리덤,20240221,범죄,미국,알레한드로 고메즈 몬테베르드,
20234675,파묘,20240222,"미스터리,공포(호러)",한국,장재현,20100103
20236295,듄: 파트2,20240228,액션,미국,드니 빌뇌브,
20247473,아이엠 티라노,20240301,애니메이션,중국,,
20247437,브레드이발소: 셀럽 인 베이커리타운,20240301,애니메이션,한국,정지환,20241781
20234789,패스트 라이브즈,20240306,드라마,미국,셀린 송,
20236732,가여운 것들,20240306,"드라마,코미디,멜로/로맨스",미국,요르고스 란티모스,
20247782,랜드 오브 배드,20240313,"액션,전쟁",미국,윌리엄 유뱅크,
20247053,메이 디셈버,20240313,드라마,미국,토드 헤인즈,
20236488,밥 말리: 원 러브,20240313,드라마,미국,레이날도 마커스 그린,
20247962,나이트 스윔,20240320,공포(호러),미국,브라이스 맥과이어,
20236714,극장판 스파이 패밀리 코드 : 화이트,20240320,애니메이션,일본,카타기리 타카시,
20231459,탐정 말로,20240321,"범죄,액션,스릴러",아일랜드,닐 조단,
20248496,고질라 X 콩: 뉴 엠파이어,20240327,"액션,어드벤처,SF",미국,아담 윈가드,
20235838,악은 존재하지 않는다,20240327,드라마,일본,하마구치 류스케,
20231041,댓글부대,20240327,"범죄,드라마",한국,안국진,20202921
20219375,1980,20240327,드라마,한국,강승용,"20110935,20189421,20061720"
20248222,기동전사 건담 시드 프리덤,20240403,애니메이션,일본,후쿠다 미츠오,
20247673,오멘: 저주의 시작,20240403,공포(호러),미국,아르카샤 스티븐슨,
20247780,비키퍼,20240403,"액션,스릴러",미국,데이비드 에이어,
20201502,유미의 세포들 더 무비,20240403,애니메이션,한국,,"20141388,20228943"
20248586,슈가│어거스트 디 투어 ‘디-데이’ 더 무비,20240410,공연,한국,박준수,20205421
20247294,골드핑거,20240410,"범죄,액션",홍콩,장문강,
20236614,쿵푸팬더4,20240410,"애니메이션,액션,코미디",미국,"마이크 미첼,스테파니 스티네",
20248466,고스트버스터즈: 오싹한 뉴욕,20240417,"액션,어드벤처",미국,길 키넌,
20247525,드라이브,20240424,"멜로/로맨스,드라마",한국,정연,20242065
20228797,범죄도시4,20240424,"액션,범죄",한국,허명행,"20229048,20063279,20138935"
20249318,챌린저스,20240424,"드라마,멜로/로맨스",미국,루카 구아다니노,
20248493,몬스터 프렌즈,20240425,애니메이션,스페인,,
20249313,"포켓몬스터: 성도지방 이야기, 최종장",20240501,애니메이션,일본,유야마 쿠니히코,
20249133,극장판 실바니안 패밀리: 프레야의 선물,20240501,"애니메이션,가족",일본,코나카 카즈야,
20249353,꼬마참새 리차드: 신비한 보석 탐험대,20240501,애니메이션,독일,,
20235613,스턴트맨,20240501,"액션,코미디,멜로/로맨스",미국,데이빗 레이치,
20249317,악마와의 토크쇼,20240508,공포(호러),호주,,
20247783,혹성탈출: 새로운 시대,20240508,"액션,SF",미국,웨스 볼,
20249305,가필드 더 무비,20240515,애니메이션,미국,마크 딘달,
20249507,극장판 하이큐!! 쓰레기장의 결전,20240515,애니메이션,일본,미츠나카 스스무,
20236674,이프: 상상의 친구,20240515,"코미디,드라마,가족",미국,존 크래신스키,
20203557,그녀가 죽었다,20240515,"미스터리,스릴러",한국,김세휘,20103310
20249416,청춘 18X2 너에게로 이어지는 길,20240522,멜로/로맨스,대만,후지이 미치히토,
20247944,스텔라,20240522,드라마,독일,,
20236653,퓨리오사: 매드맥스 사가,20240522,액션,미국,조지 밀러,
20249845,결속밴드 라이브 -항성-,20240529,공연,일본,,
20248879,드림 시나리오,20240529,"코미디,드라마",미국,크리스토퍼 보글리,
20234045,설계자,20240529,"범죄,드라마",한국,이요섭,20100450
20191143,원더랜드,20240605,드라마,한국,김태용,"20100068,20125895"
20240195,명탐정 코난 VS 괴도 키드,20240605,애니메이션,일본,,
20247397,존 오브 인터레스트,20240605,드라마,미국,조나단 글레이저,
20240125,나쁜 녀석들: 라이드 오어 다이,20240606,"액션,코미디",미국,"아딜 엘 아르비,빌랄 팔라",
20235974,인사이드 아웃 2,20240612,애니메이션,미국,켈시 만,"20101412,20104491"
20218459,드라이브,20240612,스릴러,한국,박동희,20111289
20234413,프렌치 수프,20240619,"멜로/로맨스,드라마",프랑스,트란 안 홍,
20248465,하이재킹,20240621,"범죄,액션",한국,김성한,20140593
20208245,핸섬가이즈,20240626,코미디,한국,남동협,2016841
20247811,콰이어트 플레이스: 첫째 날,20240626,스릴러,미국,마이클 사노스키,
20240541,언더더씨: 마법 산호초를 찾아서,20240627,애니메이션,독일,,
20235926,퍼펙트 데이즈,20240703,드라마,일본,빔 벤더스,
20240926,만천과해,20240703,"범죄,스릴러",중국,천줘,
20212932,탈주,20240703,액션,한국,이종필,20124216
20240850,극장판 도라에몽: 진구의 지구 교향곡,20240710,애니메이션,일본,이마이 카즈아키,
20240735,러브 라이즈 블리딩,20240710,"범죄,멜로/로맨스",미국,로즈 글래스,
20241343,우마무스메 프리티 더비 새로운 시대의 문,20240711,애니메이션,일본,,
20208911,탈출: 프로젝트 사일런스,20240712,스릴러,한국,김태곤,"20204141,20110854"
20240781,플라이 미 투 더 문,20240712,"멜로/로맨스,코미디",미국,그랙 버랜티,
20240983,명탐정 코난: 100만 달러의 펜타그램,20240717,애니메이션,일본,나가오카 치카,20101304
20241984,2023 영탁 단독 콘서트 : 탁쇼2,20240718,공연,한국,,20063188
20247440,슈퍼배드 4,20240724,"애니메이션,액션,어드벤처,코미디",미국,크리스 리노드,
20247781,데드풀과 울버린,20240724,"액션,코미디,SF",미국,숀 레비,
20224666,파일럿,20240731,코미디,한국,김한결,"20230131,20139999"
20242098,헬로카봇 올스타 스페셜,20240731,애니메이션,한국,"이슬기,김동준",20229269
20233038,리볼버,20240807,범죄,한국,오승욱,20122737
20241924,극장총집편 봇치 더 록! 전편,20240807,애니메이션,일본,사이토 케이이치로,
20249733,사랑의 하츄핑,20240807,애니메이션,한국,김수훈,20000384
20231042,빅토리,20240814,드라마,한국,박범수,20138660
