영화 코드,영화명(국문),영화명(영문),제작연도,개봉일,영화유형,제작상태,제작국가,영화장르,대표 제작국가,대표 장르,영화 감독 이름,제작사 코드
20179044,더 스퀘어,The Square,2017,20180802,장편,개봉,"스웨덴,독일,프랑스,덴마크",코미디,스웨덴,코미디,루벤 외스틀룬드,
20187155,눈앞에서 정사,Peeping Girls at Men's Masturbating Room,2017,20180802,장편,개봉,일본,성인물(에로),일본,성인물(에로),모리 신이치,
20188004,인공지능 섹스돌,,2018,20180731,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김종민,20063099
20186585,엄마의 유혹,,2018,20180731,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,유해종,20161021
20188021,섹스-이웃집 여자-감독판,,2018,20180731,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099
20188823,부드러운 여주인:단단한 물건을 원해,Okamisan 01,2017,20180731,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,우미야마 테루카즈,
20188822,동창회:그녀와 하던 날,Rape Gurui,2016,20180731,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,Z.아라이,
20187882,금지된 섹스,,2018,20180731,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김종민,20063099
20183235,훔쳐보는 쉐어 하우스,Girls Share A Flat 4,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),오우치 아이리,
20188328,해외유학녀의 마사지,Populer beauty massage into a study abroad frustrated lady,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20188327,폭주미망인-다빌려드립니다,Widow boarding house? I also lend a valley,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),시즈미 다이케이,
20182339,정사 : 친구의 엄마 2 무삭제,,2018,20180730,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김부곤,20161021
20188325,인형같은 애인클럽,Makeover dolls Fingertips that love limbs,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),야마자키 쿠니노리,
20188326,실신직전 마사지,Just before fainting,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20188330,미래에서 온 육덕여친,Visitor X Slut game,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),쿠니자와 미노루,
20188324,물방울 원피스의 유부녀,Beauty milf leave a frenzy in beauty salon,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),미타니 유키오,
20188329,마사지를 받는 여직원들,Cheated beauty aestheticians to whom Legendary mens,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20183236,도촬 여대생 하숙집,Girls Share A Flat 2,2017,20180730,장편,개봉,일본,성인물(에로),일본,성인물(에로),오오쿠노 마코토,
20184128,아프칸 솔져스,Afghan Luke,2011,20180722,장편,개봉,캐나다,드라마,캐나다,드라마,마이크 클래튼버그,
20184142,신들의 제국,Katherine of Alexandria,2014,20180722,장편,개봉,영국,드라마,영국,드라마,마이클 레드우드,
20184143,스텝 업: 비트 더 월드,Beat the World,2011,20180722,장편,개봉,캐나다,드라마,캐나다,드라마,로버트 애드튜이,
20180145,슈퍼히어로 스팍스,Sparks,2013,20180722,장편,개봉,미국,"액션,스릴러",미국,액션,토드 버로우즈,
20188664,착한 며느리:음란한 몸,Midarayome 4,2017,20180727,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,키무라 히로유키,
20182781,아버지를 찾아서,Little My Giant,2018,20180412,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김무은,20187261
20162983,운동회,A Field Day,2016,20180322,장편,개봉,한국,"가족,코미디",한국,가족,김진태,20111302
20189701,쿵푸 크로니클,Kung Fu Chronicles,2017,20180726,장편,개봉,중국,액션,중국,액션,마이위수,
20170422,바나나쏭의 기적,Singing with Angry Bird,2018,20180308,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"송우용, 지혜원",20139841
20184904,드래곤 프린세스,Enchanted Princess,2018,20180705,장편,개봉,러시아,애니메이션,러시아,애니메이션,알트욤 루키체프,
20185648,유니콘 원정대: 비밀의 다이어리,The Shonku Diaries - A Unicorn Adventure,2016,20180621,장편,개봉,인도,애니메이션,인도,애니메이션,카말 반살,
20183195,레오나르도 다 빈치,Leo Da Vinci: Mission Mona Lisa,2018,20180426,장편,개봉,이탈리아,애니메이션,이탈리아,애니메이션,세르지오 맨피오,
20184383,한나,Hannah,2017,20180726,장편,개봉,"이탈리아,프랑스,벨기에",드라마,이탈리아,드라마,안드레아 팔라오로,
20188562,처제2,Brother-in-law,2017,20180726,장편,개봉,일본,드라마,일본,드라마,긴다이치 코고로,
20187467,정사 : 처제의 사랑,,2018,20180726,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,최민,20161021
20187881,정사 : 은밀한 밀애-무삭제판,,2018,20180725,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이재상,20063099
20187843,젊은 누나-감독판,,2018,20180726,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이민,20063099
20188543,자매의 속사정,Farmers of sisters,2017,20180726,장편,개봉,일본,드라마,일본,드라마,키리시마 아키코,
20188561,야한 유부녀,Housewife prostitution,2017,20180726,장편,개봉,일본,드라마,일본,드라마,츠지 코우지,
20188542,관계,A relationship,2017,20180726,장편,개봉,일본,드라마,일본,드라마,오자키 히로코우지,
20183928,용의자: 폭탄 테러를 막아라,Freaky Deaky,2012,20180712,장편,개봉,미국,"코미디,범죄,스릴러",미국,코미디,찰스 매튜,
20188464,하고 싶은 날:보여주는 유부녀,Tumanohimitu,2017,20180725,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,토미죠 타로,
20188445,"은밀한 여관:먹고,자고,하고",Mamano rabusutori,2017,20180725,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,히로아키,
20188465,시아버지와 며느리:참을 수 없는 날,MIDARAYOME-01,2017,20180725,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,키무라 히로유키,
20188463,낯선 남자:젖어버렸어요,Training Kayo 29 years old-Record to Slave,2017,20180725,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,에츠로,
20187924,폰 섹스의 덫-감독판,,2018,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이민,20063099
20178972,친구엄마 : 섹스 하던 날 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20181524,친구엄마 : 내 여자가 되던 날 무삭제,,2018,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20177887,정사 : 시아버지와 도련님 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20187682,해적왕 작스톰,Zak Storm,2018,20180725,장편,개봉,한국,애니메이션,한국,애니메이션,필립 귀엔,20000384
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,2018,20180725,장편,개봉,미국,"액션,스릴러",미국,액션,크리스토퍼 맥쿼리,20104469
20177913,새엄마는 전여친 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20189482,비밀정사:작은엄마 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20185599,꼬마 보트 토토: 타요 타요 배 타요,Elias og Storegaps Hemmelighet,2017,20180712,장편,개봉,노르웨이,"애니메이션,어드벤처",노르웨이,애니메이션,시멘 알스빅,
20184513,위 베어 베어스: 베이비 베어스,We Bare Bears,2018,20180524,장편,개봉,미국,"애니메이션,드라마,가족",미국,애니메이션,매니 에르난데스,
20186657,맘&대드,Mom & Dad,2017,20180718,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),브라이언 테일러,
20184261,벅스 프렌즈,The Ladybug,2018,20180606,장편,개봉,중국,애니메이션,중국,애니메이션,딩 스,
20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,Take On Me,2018,20180510,장편,개봉,일본,애니메이션,일본,애니메이션,이시하라 타츠야,
20186282,이별의 아침에 약속의 꽃을 장식하자,Maquia: When the Promised Flower Blooms,2018,20180719,장편,개봉,일본,"애니메이션,판타지,드라마",일본,애니메이션,오카다 마리,
20185643,여직원들 : 2대2 섹스 무삭제,,2018,20180723,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20183179,사촌누나들 무삭제,,2018,20180723,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20183180,두 부부의 정사 무삭제,,2018,20180723,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20173611,착한 형수 : 뜨거운 유혹 무삭제,,2017,20180720,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021
20185595,평범한 주부의 대낮불륜,Ordinary Housewife's Affair When Husband Is Away,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카타 히로키,
20185597,어린 여친에 맛들린 절정,I love you nice housekeeper,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),이케지마 유타카,
20185596,야설작가 아내가 돈버는 법,Island of Migrained Wet Tropical Night,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),야마우치 다이스케,
20185885,스페셜 스쿼드,Hot Dog,2018,20180719,장편,개봉,독일,"액션,코미디",독일,액션,토르스텐 쿤스틀러,
20187183,스와핑 : 친구의 아내 2,,2018,20180719,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,유해종,20161021
20185598,빨간 팬티 유부녀,Flirting at Apartment Complex 2,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),모리 신이치,
20185574,다다미 방과 핑크팬티,Ordinary Housewife's Affair When Husband Is Away 2,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카타 히로키,
20185122,둠스데이 2018,Doomsday,2015,20180630,장편,개봉,영국,"어드벤처,액션,SF",영국,어드벤처,닐 존슨,
20185945,당대명포-의문의 주검,Devil in Tang Dynasty,2018,20180705,장편,개봉,중국,"액션,스릴러",중국,액션,양동량,
20186621,윈터스 워: 스노우 퀸,Snow Queen,2016,20180619,장편,개봉,미국,"액션,판타지",미국,액션,르네 페르즈,
20183361,인크레더블 2,INCREDIBLES 2,2018,20180718,장편,개봉,미국,"애니메이션,액션,어드벤처,코미디,가족",미국,애니메이션,브래드 버드,
20181502,빅 식,The Big Sick ,2017,20180718,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,마이클 쇼월터,
20186001,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,2018,20180719,장편,개봉,미국,드라마,미국,드라마,마이클 메이슨,
20180803,행복의 나라,Land of Happiness,2018,20180719,장편,개봉,한국,"드라마,가족",한국,드라마,정민규,20188343
20189802,나와 봄날의 약속,I Have a Date with Spring,2017,20180628,장편,개봉,한국,"미스터리,판타지",한국,미스터리,백승빈,20160661
20185521,오 루시!,Oh Lucy!,2017,20180628,장편,개봉,미국,"멜로/로맨스,코미디",미국,멜로/로맨스,히라야나기 아츠코,
20185901,뮤즈,Muse,2017,20180723,장편,개봉,스페인,공포(호러),스페인,공포(호러),하우메 발라게로,
20186622,판더믹,Pandemic,2015,20180713,장편,개봉,미국,액션,미국,액션,존 슈이츠,
20170525,이 세상의 한구석에,In This Corner of the World,2016,20171116,장편,개봉,일본,애니메이션,일본,애니메이션,카타부치 스나오,
20185621,호텔 아르테미스,Hotel Artemis ,2018,20180718,장편,개봉,미국,"액션,범죄",미국,액션,드류 피어스,
20188007,명기 사모님:몸으로 떼우기,Syakintuma,2017,20180718,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,모리 히데토라,
20188041,대물 부장님:환장하는 여직원들,Urayamsugirubutyousan,2016,20180718,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,후지모토 죠지,
20188042,독전: 익스텐디드 컷,,2017,20180718,장편,개봉,한국,"범죄,액션",한국,범죄,이해영,20137896
20168668,레이디버그,Ladybug,2016,20170222,장편,개봉,"한국,프랑스,일본","애니메이션,액션,어드벤처",한국,애니메이션,장성,20000384
20178444,극장판 레이디버그: 미라클스톤의 비밀,Miraculous: The Secret of Miracle Stone,2017,20180125,장편,개봉,프랑스,애니메이션,프랑스,애니메이션,토마스 아스트뤽,
20176784,밤은 짧아 걸어 아가씨야,"NIGHT IS SHORT, WALK ON GIRL",2017,20180329,장편,개봉,일본,"애니메이션,멜로/로맨스,코미디,판타지",일본,애니메이션,유아사 마사아키,
20184782,호비와 매직 아일랜드,Shimajiro's Wow! Shimajiro and the Adventure of Magic Island,2018,20180606,장편,개봉,일본,애니메이션,일본,애니메이션,"카와마타 히로시, 히로 타카시마",
20188008,정사:이모와 조카들,BOKUNOSYUKUBO-01,2017,20180716,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,키무라 히로유키,
20187284,허리케인 샤크네이도,Sharknado: The 4th Awakens,2016,20180708,장편,개봉,미국,"SF,액션",미국,SF,안소니 C. 페란트,
20187441,사이드 이펙트,Bieffekterna,2016,20180703,장편,개봉,스웨덴,"SF,멜로/로맨스",스웨덴,SF,"안드레아스 클리멘트, 안드레 헤데토프트",
20179961,미인어,The Mermaid,2016,20170222,장편,개봉,중국,"판타지,멜로/로맨스,코미디",중국,판타지,주성치,
20180943,꼬마영웅 바비,Bobby the Hedgehog,2016,20180530,장편,개봉,중국,"애니메이션,어드벤처,코미디",중국,애니메이션,지안밍 후앙,
20185882,킬링 군터,Killing Gunther,2017,20180712,장편,개봉,미국,"액션,코미디",미국,액션,타란 킬램,
20175834,몬몬몬 몬스터,Mon Mon Mon Monsters,2017,20180712,장편,개봉,대만,"공포(호러),스릴러",대만,공포(호러),구파도,
20187681,뮤즈 드론즈 월드투어 실황,MUSE DRONES WORLD TOUR,2018,20180712,장편,개봉,영국,공연,영국,공연,톰 커크,
20185572,평일낮의 아내 도촬,Spy Cam Targeted Housewife,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),타카사카 유타,
20173942,펠리니를 찾아서,In Search of Fellini,2017,20180712,장편,개봉,미국,"어드벤처,드라마",미국,어드벤처,타론 렉스톤,
20175221,킬링 디어,The Killing of a Sacred Deer,2017,20180712,장편,개봉,"미국,영국",스릴러,미국,스릴러,요르고스 란티모스,
20183252,철마류 2018,The Real Iron Monkey,2018,20180712,장편,개봉,홍콩,"액션,드라마",홍콩,액션,엽영건,
20185571,일정식집 거유모녀,Red Hot Heavy-Breasted Mom & Daughter in Small Restaurant,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),가토 코우지,
20184129,은밀한 유혹: 내가 잠든 동안에,Bang Bang Baby,2015,20180712,장편,개봉,캐나다,드라마,캐나다,드라마,제프리 St. 줄스,
20185573,여성전용 마사지 도촬,Secret Late-Night Massage Shop for Only Women 5,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),나베 유키오,
20186925,신혼부부의 성생활,,2018,20180712,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조태호,20161021
20186462,선녀는 몸으로 운다-감독판,,2018,20180712,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099
20183133,서버비콘,Suburbicon,2017,20180712,장편,개봉,미국,"범죄,미스터리",미국,범죄,조지 클루니,
20185944,당대명포-고수의 부활,Devil in Tang Dynasty 2,2018,20180712,장편,개봉,중국,"액션,스릴러",중국,액션,양동량,
20185594,풍속녀 도촬성공,Wallet-Friendly Hand Job Shop,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),후지타 마키,
20182564,"오늘 밤, 로맨스 극장에서",Color Me True,2018,20180711,장편,개봉,일본,"판타지,멜로/로맨스",일본,판타지,타케우치 히데키,
20181443,스카이스크래퍼,skyscraper,2018,20180711,장편,개봉,미국,"액션,스릴러",미국,액션,로슨 마샬 터버,
20186584,연애 : 엄마친구,,2018,20180710,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,유해종,20161021
20187395,어린 여배우 무삭제판,,2018,20180710,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099
20172728,좀비 vs 헌터,Zombie Hunter,2013,20180111,장편,기타,캐나다,"액션,스릴러,코미디,SF",캐나다,액션,K. 킹,
20174369,변산,Sunset in My Hometown,2017,20180704,장편,개봉,한국,드라마,한국,드라마,이준익,20188281
20187102,미투 숨겨진 진실,,2018,20180629,장편,개봉,한국,기타,한국,기타,마현진,20140773
20185886,시크릿 어페어,About Love,2017,20180706,장편,개봉,러시아,"멜로/로맨스,드라마",러시아,멜로/로맨스,브라디미르 보르초,
20187471,장모학개론-무삭제,,2017,20180706,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김다니엘,20130184
20174663,돌아온다,The Return,2017,20171207,장편,개봉,한국,드라마,한국,드라마,허철,20062854
20187383,호텔 타지마할,HOUSE OF WAR,2018,20180705,장편,개봉,호주,"액션,범죄,스릴러",호주,액션,리엄 워싱턴,
20171841,헤밍웨이 인 하바나,Papa Hemingway in Cuba,2016,20180705,장편,개봉,"미국,캐나다",드라마,미국,드라마,밥 야리,
20185593,훔쳐보는 야릇한 온천탕,Ero peek peeping and yeah!,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),오가와 킨야,
20185884,햄스테드,Hampstead,2017,20180705,장편,개봉,"영국,벨기에","코미디,드라마,멜로/로맨스",영국,코미디,조엘 홉킨스,
20185592,한여름의 풍만녀들,Creampie Challenge throughout Japan 3,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카타 히로키,
20185181,킬링 인 더 무비,Cut Shoot Kill,2017,20180704,장편,개봉,미국,"액션,범죄",미국,액션,마이클 워커,
20186881,친구엄마들,,2018,20180705,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조태호,20161021
20181783,잉글랜드 이즈 마인,England Is Mine,2017,20180705,장편,개봉,영국,드라마,영국,드라마,마크 길,
20184427,음란 조선 기방,,2018,20180704,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099
20185570,오르가즘을 보여드립니다,Just before fainting 2,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20185568,불륜 천국의 여인들,Flirting at Apartment Complex,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),오오무라 타쿠야,
20185566,복숭아 엉덩이 소녀와 바니걸,Horny adventure of Momojiri girl,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),세키네 카즈요시,
20185561,뮤턴트 워,The Invisible Boy: Second Generation ,2018,20180705,장편,개봉,이탈리아,"SF,액션,판타지",이탈리아,SF,가브리엘 살바토레,
20185946,도묘필기: 제국의 서막,THE LOST TOMB,2015,20180705,장편,개봉,중국,"액션,어드벤처,미스터리",중국,액션,나영창,
20185567,노브라 요가마사지,yoga Instructor provoke without underwear,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20185569,남친이 섹스로봇이면,Love Robot drizzle innocence intelligence,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),와타나베 모토즈쿠,
20187479,음란한 오피스:대주는 여비서,President's secretary-Wet hole,2018,20180703,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,에츠로,
20187584,나쁜남자-사모님의 엉덩이,Ixtukaosiirijikenn,2017,20180703,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,토미죠 타로,
20187474,탱글탱글 여문 요가녀의 가슴,I want to lick her breast-Invited by a yoga instructor woman,2017,20180702,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,에츠로,
20187282,친구의 여자,When the virgin is over ...,2017,20180702,장편,개봉,일본,드라마,일본,드라마,넷쿄쿠 타란티노,
20187281,가정부의 맛,Service of a housekeeper,2017,20180702,장편,개봉,일본,드라마,일본,드라마,긴다이치 코고로,
20185925,카르멘,Carmen,2017,20180701,장편,개봉,독일,"공연,멜로/로맨스",독일,공연,카스퍼 홀텐,
20183129,애연,,2018,20180628,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이숭환,20063099
20187321,제니퍼 그래이슨 실종 사건,The Abduction of Jennifer Grayson,2017,20180627,장편,개봉,미국,"드라마,스릴러",미국,드라마,,
20186241,블러드 뱀파이어,Vampariah,2016,20180627,장편,개봉,미국,공포(호러),미국,공포(호러),매튜 아바야,
20186576,라이즈 오브 더 풋솔져 3,Rise of the Footsoldier 3,2017,20180627,장편,개봉,영국,"액션,코미디,범죄",영국,액션,잭커리 애들러,
20185961,루킹 글라스,Looking Glass,2018,20180623,장편,개봉,미국,스릴러,미국,스릴러,팀 헌터,
20186861,리턴,,2017,20180622,장편,개봉,한국,,한국,,최석원,20123567
20186284,교회누나,A woman of God,2018,20180622,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,에로핑,20187942
20171687,배틀필드: 카르발라 전투,KARBALA,2015,20180621,장편,개봉,폴란드,"전쟁,액션",폴란드,전쟁,크지슈토프 루카스제빅즈,
20185929,바이킹: 왕좌의 게임,Viking,2016,20180628,장편,개봉,러시아,"액션,드라마",러시아,액션,안드레이 크라프추크,
20185109,로보트캅: 기계들의 반란,Robot Revolution,2015,20180619,장편,개봉,미국,"SF,액션",미국,SF,앤드류 벨웨어,
20186577,디 아이즈,The Eyes,2017,20180615,장편,개봉,미국,"범죄,드라마,미스터리,스릴러",미국,범죄,,
20186302,친구엄마: 여자친구의 엄마를 탐하다(무삭제),,2018,20180615,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강정훈,20112175
20186303,친구 딸들의 맛,,2018,20180615,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강정훈,20112175
20186323,착한 장모님들과의 정사,,2018,20180615,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강정훈,20112175
20183222,일본 혼혈여대생 마사지,The mixed collage girl who was framed with erotic massage 2,2017,20180614,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20183221,유부녀의 비밀 정력제,Infringe your virginity!,2017,20180614,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,
20173410,뱀파이어 클린업 디파트먼트,Vampire Cleanup Department,2017,20180609,장편,개봉,홍콩,"액션,어드벤처,코미디",홍콩,액션,"박 윙 얀, 신 항 치우",
20182761,제주도 야한밤 무삭제,,2018,20180607,장편,개봉,한국,,한국,,박은석,20100142
20184805,네베스타: 유령신부,The Bride,2017,20180628,장편,개봉,러시아,"공포(호러),스릴러",러시아,공포(호러),스브야토슬라브 포드가에브스키,
20186921,후배부부와 교환섹스,,2018,20180629,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,남현수,20130184
20183251,황제의 검신,The Fate of Swordman,2018,20180628,장편,개봉,중국,액션,중국,액션,진진,
20186684,스틸 더 머니: 314 비밀금고,To steal from a thief,2016,20180628,장편,개봉,스페인,"범죄,스릴러",스페인,범죄,다니엘 칼파소로,
20183923,밀애 : 부부카풀,,2018,20180628,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,임현태,20161021
20148879,라이프 필스 굿,Life Feels Good,2014,20180628,장편,개봉,폴란드,드라마,폴란드,드라마,마시에이 피에프르지카,
20185081,아이 필 프리티,I Feel PRETTY ,2018,20180606,장편,개봉,미국,코미디,미국,코미디,아비 콘,
20174225,메멘토모리,MEMENTO MORI,2018,20180628,장편,개봉,한국,스릴러,한국,스릴러,이철민,"20138478, 20063153"
20176765,그림자 먹는 개,The Dog Eating Up Shadows,2016,20180628,장편,개봉,한국,드라마,한국,드라마,최나니,20157388
20184741,어린 누나-무삭제판,,2017,20180626,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김태수,20173121
20180144,더 머니,Highland Park,2013,20180601,장편,개봉,미국,"코미디,드라마",미국,코미디,,
20184721,시카리오: 데이 오브 솔다도,Sicario: Day of the Soldado,2018,20180627,장편,개봉,미국,"액션,범죄,드라마",미국,액션,스테파노 솔리마,
20185001,빅샤크: 매직체인지,Happy Little Submarine : MagicBox of Time ,2015,20180627,장편,개봉,중국,애니메이션,중국,애니메이션,헤 질리,
20058053,리틀 맨하탄,Little Manhattan,2005,20180627,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,마크 레빈,
20183207,하숙집 여자들,,2018,20180626,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조태호,20161021
20186482,파라노말 2018,Paranormal Asylum,2016,20180626,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),님로드 잘마노아이즈,
20186404,옆집누나들,,2018,20180621,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김경택,20130184
20184647,한밤의 황당한 저주,The Night Watchmen,2017,20180625,장편,개봉,미국,공포(호러),미국,공포(호러),미첼 알티에리,
20187202,조카들에게 당하는 발정난 이모,Bokuno Syukubo-02,2017,20180625,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,키무라 히로유키,
20186926,게이트-완결판,,2018,20180621,장편,개봉,한국,"범죄,코미디",한국,범죄,신재호,20186982
20183741,다이노 헌터: 티렉스VS파키리노 대격돌,"Walking with Dinosaurs : Prehistoric Planet, Planet Dinosaur 3D",2018,20180517,장편,개봉,영국,애니메이션,영국,애니메이션,"닐 나이팅게일, 베리 쿡, 앤드류 코헨",
20182561,당갈,Dangal,2016,20180425,장편,개봉,인도,"액션,드라마",인도,액션,니테쉬 티와리,
20184668,디트로이트,DETROIT,2017,20180531,장편,개봉,미국,스릴러,미국,스릴러,캐서린 비글로우,
20184582,이름없는 새,Birds Without Names,2017,20180621,장편,개봉,일본,"멜로/로맨스,스릴러",일본,멜로/로맨스,시라이시 카즈야,
20184512,토니스토리2: 고철왕국의 친구들,Knight Rusty 2: Full Metal Racket ,2017,20180613,장편,개봉,독일,"애니메이션,코미디,어드벤처",독일,애니메이션,"토마스 보덴스타인, 마커스 하먼",
20136376,라이크 크레이지,Like Crazy,2011,20180530,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,드레이크 도레무스,
20183381,5.18 힌츠페터 스토리,5.18 Hinzpeter Story,2018,20180517,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,장영주,20114875
20186265,정사 : 캠퍼스 커플,,2018,20180622,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,임현태,20161021
20182001,개들의 섬,Isle of Dogs,2018,20180621,장편,개봉,미국,"코미디,애니메이션,다큐멘터리",미국,코미디,웨스 앤더슨,
20184699,바르다가 사랑한 얼굴들,Faces Places ,2017,20180614,장편,개봉,프랑스,다큐멘터리,프랑스,다큐멘터리,"아녜스 바르다, 제이알",
20173882,램페이지3: 백악관 심판의 날,Rampage: President Down,2016,20171019,장편,개봉,미국,"액션,범죄",미국,액션,우베 볼,
20171531,식물도감,Evergreen Love,2016,20180621,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,미키 코이치로,
20184664,애인 : 아내의 남자,,2018,20180621,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,임현태,20161021
20180166,파라독스,Paradox,2017,20180621,장편,개봉,"홍콩,중국","액션,범죄",홍콩,액션,엽위신,
20172124,메이플쏘프,Mapplethorpe: Look at the Pictures,2016,20180621,장편,개봉,미국,다큐멘터리,미국,다큐멘터리,"펜튼 베일리, 랜디 바바토",
20183930,깊은 관계,Save the Date,2012,20180621,장편,개봉,미국,"코미디,멜로/로맨스",미국,코미디,마이클 모한,
20179039,퍼즐,Puzzle,2017,20180222,장편,개봉,한국,"미스터리,스릴러",한국,미스터리,임진승,20143068
