영화대표코드,제목,개봉일,해당일자 상영작 대비 해당영화 매출비율,누적 매출액,누적 관객수,상영시작일,상영종료일,상영연도,상영월,지역
20151227,아빠는 딸,2017-04-12,2.9,4932670495,629652,2017-04-24,2017-04-30,2017,4,전국
20183238,스파이더맨: 뉴 유니버스,2018-12-12,1.3,5213784726,628327,2018-12-24,2018-12-30,2018,12,전국
20231971,플래시,2023-06-14,1.4,6648454904,625995,2023-06-26,2023-07-02,2023,"6, 7",전국
20185161,나를 찾아줘,2019-11-27,4.0,4947912840,622170,2019-12-02,2019-12-08,2019,12,전국
20223278,극장판 주술회전 0,2022-02-17,1.6,6161977900,621891,2022-04-25,2022-05-01,2022,"4, 5",전국
20180962,지푸라기라도 잡고 싶은 짐승들,2020-02-19,2.4,5371297170,618938,2020-03-23,2020-03-29,2020,3,전국
20191143,원더랜드,2024-06-05,1.0,5845032754,617681,2024-06-17,2024-06-23,2024,6,전국
20205986,연애 빠진 로맨스,2021-11-24,0.4,6137328220,604674,2021-12-27,2022-01-02,2021,"1, 12",전국
20205106,압꾸정,2022-11-30,1.0,5678302163,601644,2022-12-12,2022-12-18,2022,12,전국
20188421,미스터 주: 사라진 VIP,2020-01-22,5.6,4947984680,587819,2020-01-27,2020-02-02,2020,"1, 2",전국
20192804,그것: 두 번째 이야기,2019-09-04,1.0,5054505487,584467,2019-09-16,2019-09-22,2019,9,전국
20135304,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,0.2,5442074270,577402,2022-06-27,2022-07-03,2022,"6, 7",전국
20177181,47 미터,2017-07-19,1.9,4559567257,572901,2017-07-24,2017-07-30,2017,7,전국
20199842,인비저블맨,2020-02-26,7.1,4939009380,566214,2020-04-06,2020-04-12,2020,4,전국
20179281,컨택트,2017-02-02,5.5,4646808721,563991,2017-02-06,2017-02-12,2017,2,전국
20193821,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,1.9,4334952520,558571,2019-09-16,2019-09-22,2019,9,전국
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,0.8,4360476320,558144,2019-02-11,2019-02-17,2019,2,전국
20231677,남은 인생 10년,2023-05-24,0.6,5671172733,557775,2024-05-20,2024-05-26,2024,5,전국
20232740,바비,2023-07-19,1.2,5448229713,555767,2023-08-07,2023-08-13,2023,8,전국
20178126,인시디어스4: 라스트 키,2018-01-31,0.4,4271450364,550239,2018-02-12,2018-02-18,2018,2,전국
20247811,콰이어트 플레이스: 첫째 날,2024-06-26,1.7,5310419896,545376,2024-07-08,2024-07-14,2024,7,전국
20197283,이스케이프 룸,2019-03-14,5.5,4853040984,544462,2019-03-18,2019-03-24,2019,3,전국
20192567,원더 우먼 1984,2020-12-23,1.9,4915085650,544186,2021-01-18,2021-01-24,2021,1,전국
20196670,나쁜 녀석들: 포에버,2020-01-15,0.8,4844332260,543095,2020-01-27,2020-02-02,2020,"1, 2",전국
20194456,양자물리학,2019-09-25,3.0,4436532120,542651,2019-09-30,2019-10-06,2019,"9, 10",전국
20182352,"그날, 바다",2018-04-12,0.5,4404932400,534665,2018-05-07,2018-05-13,2018,5,전국
20184482,국제수사,2020-09-29,2.1,4467070550,533002,2020-10-12,2020-10-18,2020,10,전국
20197863,침입자,2020-06-04,0.8,4788172040,529259,2020-06-22,2020-06-28,2020,6,전국
20174585,메리와 마녀의 꽃,2017-12-07,0.5,4004981539,527015,2017-12-18,2017-12-24,2017,12,전국
20190299,이상한 나라의 수학자,2022-03-09,2.3,4980149720,524657,2022-04-04,2022-04-10,2022,4,전국
20230533,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",2023-03-02,2.1,6448899400,523600,2023-03-20,2023-03-26,2023,3,전국
20177104,페르디난드,2018-01-03,0.4,3787134300,523246,2018-01-15,2018-01-21,2018,1,전국
20234045,설계자,2024-05-29,0.7,4701368067,522366,2024-06-10,2024-06-16,2024,6,전국
20173202,버닝,2018-05-17,0.4,4659495298,521670,2018-06-04,2018-06-10,2018,6,전국
20180523,스타 이즈 본,2018-10-09,2.4,4401833580,519163,2020-03-16,2020-03-22,2020,3,전국
20180564,툼레이더,2018-03-08,5.9,4316565662,516045,2018-03-12,2018-03-18,2018,3,전국
20183584,메가로돈,2018-08-15,2.5,4421350497,515536,2018-08-20,2018-08-26,2018,8,전국
20154908,7년의 밤,2018-03-28,3.0,3870290924,513356,2018-04-02,2018-04-08,2018,4,전국
20192982,애드 아스트라,2019-09-19,0.4,4480528780,508767,2019-09-30,2019-10-06,2019,"9, 10",전국
20248496,고질라 X 콩: 뉴 엠파이어,2024-03-27,1.6,5076739231,506726,2024-04-15,2024-04-21,2024,4,전국
20191243,장르만 로맨스,2021-11-17,3.1,5074432740,504303,2021-11-29,2021-12-05,2021,"11, 12",전국
20181788,콰이어트 플레이스,2018-04-12,0.8,4379421249,502875,2018-04-23,2018-04-29,2018,4,전국
20168381,얼라이드,2017-01-11,0.6,4117861079,499678,2017-01-23,2017-01-29,2017,1,전국
20174965,극장판 포켓몬스터 너로 정했다!,2017-12-21,1.0,3735795500,498530,2018-01-01,2018-01-07,2018,1,전국
20158047,발레리안: 천 개 행성의 도시,2017-08-30,3.5,3899422008,491321,2017-09-04,2017-09-10,2017,9,전국
20163580,그레이트 월,2017-02-15,3.3,4265161858,488683,2017-02-20,2017-02-26,2017,2,전국
20190324,3일의 휴가,2023-12-06,1.4,4597259062,487497,2023-12-18,2023-12-24,2023,12,전국
20189123,곰돌이 푸 다시 만나 행복해,2018-10-03,0.9,4048878460,486038,2018-10-22,2018-10-28,2018,10,전국
20195462,스타워즈: 라이즈 오브 스카이워커,2020-01-08,4.5,4513763050,485464,2020-01-13,2020-01-19,2020,1,전국
20218935,더 문,2023-08-02,3.5,4887972709,483231,2023-08-07,2023-08-13,2023,8,전국
20224598,동감,2022-11-16,1.7,4691192897,482309,2022-11-28,2022-12-04,2022,"11, 12",전국
20174369,변산,2018-07-04,1.0,3947209073,480256,2018-07-16,2018-07-22,2018,7,전국
20247076,"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,0.8,5442660700,479674,2024-03-04,2024-03-10,2024,3,전국
20225237,명탐정 코난: 할로윈의 신부,2022-07-13,1.3,4957182139,476531,2022-08-29,2022-09-04,2022,"8, 9",전국
20173436,셰이프 오브 워터: 사랑의 모양,2018-02-22,2.0,3966631000,476151,2018-03-12,2018-03-18,2018,3,전국
20234114,괴물,2023-11-29,1.4,4681017994,475358,2024-01-15,2024-01-21,2024,1,전국
20175522,카3: 새로운 도전,2017-07-13,0.5,3496069301,472712,2017-07-24,2017-07-30,2017,7,전국
20204431,모비우스,2022-03-30,1.1,4638346390,470699,2022-04-18,2022-04-24,2022,4,전국
20169643,침묵,2017-11-02,5.6,3744410064,468934,2017-11-06,2017-11-12,2017,11,전국
20188462,감쪽같은 그녀,2019-12-04,0.6,3580420430,466928,2019-12-16,2019-12-22,2019,12,전국
20167716,트리플 엑스 리턴즈,2017-02-08,2.6,3892085595,465273,2017-02-13,2017-02-19,2017,2,전국
20199951,애나벨 집으로,2019-06-26,1.3,3809833030,459037,2019-07-08,2019-07-14,2019,7,전국
20182421,그린치,2018-12-19,3.5,3490008000,458814,2018-12-24,2018-12-30,2018,12,전국
20171381,라이프,2017-04-05,1.0,3774163310,457539,2017-04-17,2017-04-23,2017,4,전국
20211472,늑대사냥,2022-09-21,1.7,4707401078,452970,2022-10-03,2022-10-09,2022,10,전국
20182544,글래스,2019-01-17,2.6,4152897522,452460,2019-01-21,2019-01-27,2019,1,전국
20200622,소년들,2023-11-01,4.6,4303755719,452312,2023-11-13,2023-11-19,2023,11,전국
20159647,리얼,2017-06-28,1.4,3229013230,448430,2017-07-03,2017-07-09,2017,7,전국
20192300,스파이 지니어스 ,2020-01-22,1.0,3660123900,446274,2020-02-03,2020-02-09,2020,2,전국
20170513,동네사람들,2018-11-07,1.9,3707445912,445625,2018-11-12,2018-11-18,2018,11,전국
20161762,반드시 잡는다,2017-11-29,0.7,3320141772,445609,2017-12-11,2017-12-17,2017,12,전국
20171024,너의 췌장을 먹고 싶어,2017-10-25,1.1,3538542000,443834,2017-11-13,2017-11-19,2017,11,전국
20193665,47미터 2,2019-08-28,5.4,3598477303,440356,2019-09-02,2019-09-08,2019,9,전국
20167903,원더풀 고스트,2018-09-26,1.2,3647539300,439910,2018-10-01,2018-10-07,2018,10,전국
20192354,특송,2022-01-12,0.7,4147632000,438474,2022-01-31,2022-02-06,2022,"1, 2",전국
20199541,미션 파서블,2021-02-17,3.5,3964552760,434426,2021-03-08,2021-03-14,2021,3,전국
20225190,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,0.7,4057887335,433372,2022-08-15,2022-08-21,2022,8,전국
20151230,원라인,2017-03-29,0.6,3290877933,430116,2017-04-10,2017-04-16,2017,4,전국
20167363,히든 피겨스,2017-03-23,1.2,3420399933,428291,2017-04-17,2017-04-23,2017,4,전국
20181983,이웃사촌,2020-11-25,1.8,3668929700,427141,2020-12-28,2021-01-03,2020,"1, 12",전국
20228640,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,0.6,4063515418,425367,2023-01-09,2023-01-15,2023,1,전국
20163845,터닝메카드W: 블랙미러의 부활,2017-01-18,1.0,3164075300,422855,2017-01-30,2017-02-05,2017,"1, 2",전국
20161665,스머프: 비밀의 숲,2017-04-28,0.7,3077623600,420615,2017-05-08,2017-05-14,2017,5,전국
20217845,더 수어사이드 스쿼드,2021-08-04,0.5,4382594840,417322,2021-08-23,2021-08-29,2021,8,전국
20233014,타겟,2023-08-30,2.6,3917755690,415063,2023-09-11,2023-09-17,2023,9,전국
20191048,온워드: 단 하루의 기적,2020-06-17,0.2,3565679500,414699,2020-08-03,2020-08-09,2020,8,전국
20170124,명탐정 코난:진홍의 연가,2017-08-02,1.2,3003959900,414156,2017-08-07,2017-08-13,2017,8,전국
20184574,그린 북,2019-01-09,0.4,3475229481,409871,2019-03-18,2019-03-24,2019,3,전국
20189843,호두까기 인형과 4개의 왕국,2018-12-06,5.0,3373284500,408425,2018-12-10,2018-12-16,2018,12,전국
20173961,킹 아서: 제왕의 검,2017-05-17,2.0,3321508455,408198,2017-05-22,2017-05-28,2017,5,전국
20249733,사랑의 하츄핑,2024-08-07,12.3,3679174952,406387,2024-08-05,2024-08-11,2024,8,전국
20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,2.5,3300753200,404649,2018-02-19,2018-02-25,2018,2,전국
20178501,니 부모 얼굴이 보고 싶다,2022-04-27,0.2,3873342180,402616,2022-05-16,2022-05-22,2022,5,전국
20198461,리멤버,2022-10-26,2.1,3884703669,402006,2022-11-07,2022-11-13,2022,11,전국
20194424,소리도 없이,2020-10-15,0.8,3545044680,401693,2020-11-02,2020-11-08,2020,11,전국
20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,1.1,3539761070,399872,2020-02-17,2020-02-23,2020,2,전국
20193068,비와 당신의 이야기,2021-04-28,0.5,3634692350,398572,2021-05-31,2021-06-06,2021,"5, 6",전국
20219345,놉,2022-08-17,2.9,4533641209,398082,2022-08-29,2022-09-04,2022,"8, 9",전국
20215315,스위치,2023-01-04,1.4,3790138312,396531,2023-01-16,2023-01-22,2023,1,전국
20235596,트롤: 밴드 투게더,2023-12-20,2.1,3663304436,396373,2024-01-01,2024-01-07,2024,1,전국
20239573,서치 2,2023-02-22,2.2,3892625634,395500,2023-03-06,2023-03-12,2023,3,전국
20176082,몬스터 패밀리,2017-12-21,0.6,2917373200,394152,2018-01-01,2018-01-07,2018,1,전국
20219331,여름날 우리,2021-08-25,0.7,3819925709,393436,2023-07-31,2023-08-06,2023,"7, 8",전국
20232778,인시디어스: 빨간 문,2023-07-19,0.9,4008546879,393323,2023-07-31,2023-08-06,2023,"7, 8",전국
20224270,배드 가이즈,2022-05-04,0.4,3735229200,392762,2022-05-23,2022-05-29,2022,5,전국
20195915,해피 데스데이 2 유,2019-02-14,2.7,3277406870,392397,2019-02-18,2019-02-24,2019,2,전국
20199500,뜨거운 피,2022-03-23,0.2,3737156970,390675,2022-05-16,2022-05-22,2022,5,전국
20183773,장난스런 키스,2019-03-27,4.2,3185508228,390548,2019-04-08,2019-04-14,2019,4,전국
20177541,아메리칸 메이드,2017-09-14,5.5,3065282145,385861,2017-09-18,2017-09-24,2017,9,전국
20183003,서복,2021-04-15,6.8,3628177450,385409,2021-04-26,2021-05-02,2021,"4, 5",전국
20193706,카운트,2023-02-22,1.4,3643028646,382093,2023-03-06,2023-03-12,2023,3,전국
20202247,싱글 인 서울,2023-11-29,1.6,3569191206,381205,2023-12-11,2023-12-17,2023,12,전국
20183915,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,2.4,2912790890,379569,2019-01-14,2019-01-20,2019,1,전국
20217950,킬러의 보디가드 2,2021-06-23,1.1,3722129210,378087,2021-07-05,2021-07-11,2021,7,전국
20187427,명탐정 코난 : 제로의 집행인,2018-08-08,1.2,2866475800,377257,2018-08-13,2018-08-19,2018,8,전국
20164424,대장 김창수,2017-10-19,0.4,2851892115,377071,2017-10-30,2017-11-05,2017,"10, 11",전국
20191183,제미니 맨,2019-10-09,2.9,3208898830,375620,2019-10-14,2019-10-20,2019,10,전국
20216685,루카,2021-06-17,0.5,3357641370,367109,2021-07-12,2021-07-18,2021,7,전국
20167902,보통사람,2017-03-23,3.1,2839343823,366697,2017-03-27,2017-04-02,2017,"3, 4",전국
20212668,도그데이즈,2024-02-07,0.7,3548049613,364811,2024-02-19,2024-02-25,2024,2,전국
20183084,피터 래빗,2018-05-16,1.8,2822840800,364637,2018-05-28,2018-06-03,2018,"5, 6",전국
20234673,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,1.4,3284139142,357851,2024-01-01,2024-01-07,2024,1,전국
20171817,넛잡 2,2017-10-03,2.5,2679229700,356706,2017-10-09,2017-10-15,2017,10,전국
20184865,고질라: 킹 오브 몬스터,2019-05-29,0.8,3034725308,352862,2019-06-03,2019-06-09,2019,6,전국
20164421,어쌔신 크리드,2017-01-11,0.9,2871166721,352139,2017-01-16,2017-01-22,2017,1,전국
20234281,더 넌 2,2023-09-27,3.1,3646521705,350450,2023-10-09,2023-10-15,2023,10,전국
20177501,플립,2017-07-12,0.2,2776949100,349297,2017-07-31,2017-08-06,2017,"7, 8",전국
20165153,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2.3,2567049200,346092,2017-01-09,2017-01-15,2017,1,전국
20156708,석조저택 살인사건,2017-05-09,1.5,2772559986,346044,2017-05-15,2017-05-21,2017,5,전국
20226798,에브리씽 에브리웨어 올 앳 원스,2022-10-12,0.9,3665584771,343111,2022-11-21,2022-11-27,2022,11,전국
20185124,러브 유어셀프 인 서울,2019-01-26,0.6,3209682900,342366,2019-02-04,2019-02-10,2019,2,전국
20223839,버즈 라이트이어,2022-06-15,0.2,3476340660,338836,2022-07-04,2022-07-10,2022,7,전국
20161723,싱글라이더,2017-02-22,1.8,2592571721,338663,2017-02-27,2017-03-05,2017,"2, 3",전국
20168754,7호실,2017-11-15,2.0,2581916639,334220,2017-11-20,2017-11-26,2017,11,전국
20183785,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,4.5,2643996750,333626,2018-12-24,2018-12-30,2018,12,전국
20231415,소풍,2024-02-07,0.3,2977628149,332667,2024-03-04,2024-03-10,2024,3,전국
20235583,인투 더 월드,2024-01-10,1.3,3026494116,332104,2024-01-29,2024-02-04,2024,"1, 2",전국
20194501,내일의 기억,2021-04-21,0.5,3012481750,331619,2021-05-17,2021-05-23,2021,5,전국
20249305,가필드 더 무비,2024-05-15,2.0,2933737194,330676,2024-06-03,2024-06-09,2024,6,전국
20150966,사랑하기 때문에,2017-01-04,1.9,2596789740,329548,2017-01-09,2017-01-15,2017,1,전국
20229551,상견니,2023-01-25,1.7,3256854530,328035,2023-02-13,2023-02-19,2023,2,전국
20210364,탄생,2022-11-30,0.4,2930747491,325724,2022-12-19,2022-12-25,2022,12,전국
20179942,러빙 빈센트,2017-11-09,1.8,2585053261,325276,2017-12-04,2017-12-10,2017,12,전국
20224634,그대가 조국,2022-05-25,0.2,3028475070,324501,2022-06-13,2022-06-19,2022,6,전국
20197434,자산어보,2021-03-31,3.7,2870528130,323704,2021-04-19,2021-04-25,2021,4,전국
20204008,그린랜드,2020-09-29,2.4,2736825130,319741,2020-10-12,2020-10-18,2020,10,전국
20197279,아담스 패밀리,2019-11-07,3.4,2558382160,319305,2019-11-11,2019-11-17,2019,11,전국
20193666,오! 문희,2020-09-02,4.7,2563470340,318748,2020-09-21,2020-09-27,2020,9,전국
20154907,희생부활자,2017-10-12,2.2,2479370935,317745,2017-10-16,2017-10-22,2017,10,전국
20178321,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,0.8,2300546700,316654,2017-07-31,2017-08-06,2017,"7, 8",전국
20200263,라야와 마지막 드래곤,2021-03-04,1.5,2891566280,312814,2021-03-29,2021-04-04,2021,"3, 4",전국
20185406,헬보이,2019-04-10,7.1,2686990641,311910,2019-04-15,2019-04-21,2019,4,전국
20172469,허스토리,2018-06-27,0.8,2342806449,310759,2018-07-09,2018-07-15,2018,7,전국
20183801,트루스 오어 데어,2018-05-22,0.4,2633870200,309313,2018-06-04,2018-06-10,2018,6,전국
20223896,거미집,2023-09-27,1.2,2963063021,308803,2023-10-09,2023-10-15,2023,10,전국
20210544,웅남이,2023-03-22,0.6,2820921472,307689,2023-04-10,2023-04-16,2023,4,전국
20184845,미드나잇 선,2018-06-21,1.1,2535274400,306647,2018-07-16,2018-07-22,2018,7,전국
20212618,수퍼 소닉2,2022-04-06,0.3,2775496690,305042,2022-05-02,2022-05-08,2022,5,전국
20216703,더 스파이,2021-04-28,1.3,2801637740,303268,2021-05-17,2021-05-23,2021,5,전국
20192986,프리 가이 ,2021-08-11,0.7,3063711320,302487,2021-08-30,2021-09-05,2021,"8, 9",전국
20203286,강릉,2021-11-10,1.6,3133412970,302201,2021-11-22,2021-11-28,2021,11,전국
20168282,블레이드 러너 2049,2017-10-12,2.6,2606117465,301404,2017-10-16,2017-10-22,2017,10,전국
20178641,빅풋 주니어,2017-08-09,0.9,2117540100,300223,2017-08-21,2017-08-27,2017,8,전국
20183050,번 더 스테이지: 더 무비,2018-11-15,1.6,2533014600,298402,2018-11-19,2018-11-25,2018,11,전국
20196025,덤보,2019-03-27,3.5,2387235222,296253,2019-04-01,2019-04-07,2019,4,전국
20181561,덕구,2018-04-05,2.2,2236629800,292804,2018-04-16,2018-04-22,2018,4,전국
20193807,예스터데이,2019-09-18,2.6,2475015400,292246,2019-09-23,2019-09-29,2019,9,전국
20226410,던전 앤 드래곤: 도적들의 명예,2023-03-29,1.5,2900098080,290324,2023-04-10,2023-04-16,2023,4,전국
20178672,패딩턴 2,2018-02-08,1.7,2183782600,287876,2018-02-19,2018-02-25,2018,2,전국
20195743,신데렐라:마법 반지의 비밀,2019-02-20,0.3,2090550630,281705,2019-03-04,2019-03-10,2019,3,전국
20200294,런,2020-11-20,1.3,2576242880,280570,2020-12-28,2021-01-03,2020,"1, 12",전국
20180825,미성년,2019-04-11,0.4,2382388270,279305,2019-04-22,2019-04-28,2019,4,전국
20185353,기방도령,2019-07-10,1.1,2263613440,278008,2019-07-15,2019-07-21,2019,7,전국
20178230,커뮤터,2018-01-24,1.5,2228060955,277445,2018-01-29,2018-02-04,2018,"1, 2",전국
20181905,후드,2018-11-28,1.1,2142023349,276658,2018-12-03,2018-12-09,2018,12,전국
20193275,브링 더 소울 : 더 무비,2019-08-07,4.2,2368846100,274064,2019-08-05,2019-08-11,2019,8,전국
20187981,배심원들,2019-05-15,2.1,2171777600,270270,2019-05-20,2019-05-26,2019,5,전국
20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,0.3,2209533530,270172,2019-10-07,2019-10-13,2019,10,전국
20158485,옥자,2017-06-29,1.4,2034564900,268452,2017-07-10,2017-07-16,2017,7,전국
20178825,모털 엔진,2018-12-05,1.6,2283632469,262070,2018-12-10,2018-12-16,2018,12,전국
20224517,용감한 시민,2023-10-25,1.1,2402851487,261933,2023-11-06,2023-11-12,2023,11,전국
20236714,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,2.1,2611007725,261502,2024-04-01,2024-04-07,2024,4,전국
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,2.0,2024729550,259753,2018-12-24,2018-12-30,2018,12,전국
20170321,목소리의 형태,2017-05-09,1.7,2038696914,258840,2017-05-15,2017-05-21,2017,5,전국
20187647,나를 차버린 스파이,2018-08-22,0.9,2286058500,258016,2018-09-03,2018-09-09,2018,9,전국
20227626,화란,2023-10-11,0.8,2456680992,254539,2023-10-23,2023-10-29,2023,10,전국
20197846,악질경찰,2019-03-20,2.1,2195245798,254449,2019-03-25,2019-03-31,2019,3,전국
20174801,내 사랑,2017-07-12,0.4,1898116925,253540,2017-07-31,2017-08-06,2017,"7, 8",전국
20233879,크리에이터,2023-10-03,4.5,2647836950,249169,2023-10-09,2023-10-15,2023,10,전국
20166101,존 윅 - 리로드,2017-02-22,1.8,2017288600,247687,2017-02-27,2017-03-05,2017,"2, 3",전국
20197278,라스트 크리스마스,2019-12-05,0.3,2036143730,246596,2019-12-16,2019-12-22,2019,12,전국
20218349,정글 크루즈,2021-07-28,0.4,2278635680,246447,2021-08-09,2021-08-15,2021,8,전국
20224965,DC 리그 오브 슈퍼-펫,2022-08-10,0.9,2232056701,237376,2022-08-22,2022-08-28,2022,8,전국
20161681,미옥,2017-11-09,1.3,1880056664,236016,2017-11-13,2017-11-19,2017,11,전국
20197654,소울메이트,2023-03-15,0.8,2244219200,231879,2023-04-03,2023-04-09,2023,4,전국
20211477,데드맨,2024-02-07,2.3,2211484835,231476,2024-02-12,2024-02-18,2024,2,전국
20226957,아바타 리마스터링,2022-09-21,3.3,3895090540,230712,2022-10-03,2022-10-09,2022,10,전국
20230495,아임 히어로 더 파이널,2023-03-01,2.4,5563727000,230181,2023-03-20,2023-03-26,2023,3,전국
20181171,바울,2018-10-31,0.6,1812908500,229837,2018-11-26,2018-12-02,2018,"11, 12",전국
20190273,천로역정: 천국을 찾아서,2019-06-13,0.4,1731193650,228366,2019-07-01,2019-07-07,2019,7,전국
20190582,내가 죽던 날,2020-11-12,2.9,2093922620,228032,2020-11-23,2020-11-29,2020,11,전국
20217651,캐시트럭,2021-06-09,0.5,2151247250,226334,2021-06-21,2021-06-27,2021,6,전국
20078561,명탐정 코난:감벽의 관,2018-02-14,2.0,1688201900,226287,2018-02-19,2018-02-25,2018,2,전국
20217807,해피 뉴 이어,2021-12-29,2.7,2118301200,225947,2022-01-03,2022-01-09,2022,1,전국
20205443,나일 강의 죽음,2022-02-09,3.0,2175150080,224663,2022-02-21,2022-02-27,2022,2,전국
20225865,옥수역귀신,2023-04-19,1.8,2384109600,223640,2023-05-01,2023-05-07,2023,5,전국
20202585,크루즈 패밀리: 뉴 에이지,2021-05-05,1.0,1967506340,222562,2021-05-17,2021-05-23,2021,5,전국
20193822,뮬란,2020-09-17,11.2,1951303820,221265,2020-09-21,2020-09-27,2020,9,전국
20167901,어느날,2017-04-05,2.1,1748062882,220707,2017-04-10,2017-04-16,2017,4,전국
20172244,치즈인더트랩,2018-03-14,2.3,1827732900,220587,2018-03-19,2018-03-25,2018,3,전국
20178522,콜 미 바이 유어 네임,2018-03-22,0.8,1843066608,218745,2020-06-15,2020-06-21,2020,6,전국
20170964,딥,2017-10-03,1.1,1691513300,218429,2017-10-09,2017-10-15,2017,10,전국
20174169,기묘한 가족,2019-02-13,4.9,1758999795,216254,2019-02-11,2019-02-17,2019,2,전국
20192725,명탐정 코난: 감청의 권,2019-07-24,0.6,1704460250,214485,2019-07-29,2019-08-04,2019,"7, 8",전국
20207893,프리즌 이스케이프,2020-05-06,1.4,1826826560,213731,2020-06-08,2020-06-14,2020,6,전국
20185081,아이 필 프리티,2018-06-06,1.4,1899465800,213596,2018-06-18,2018-06-24,2018,6,전국
20226670,극장판 헬로카봇: 수상한 마술단의 비밀,2022-09-28,2.6,2006349180,213585,2022-10-10,2022-10-16,2022,10,전국
20210140,젠틀맨,2022-12-28,1.0,2021519631,213509,2023-01-02,2023-01-08,2023,1,전국
20180282,속닥속닥,2018-07-13,1.4,1862517500,212507,2018-07-16,2018-07-22,2018,7,전국
20218348,이스케이프 룸 2: 노 웨이 아웃,2021-07-14,1.5,2106940220,212050,2021-07-26,2021-08-01,2021,"7, 8",전국
20172142,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,0.4,1554200800,211374,2017-10-09,2017-10-15,2017,10,전국
20181404,벽 속에 숨은 마법시계,2018-10-31,1.0,1629652800,211233,2018-11-05,2018-11-11,2018,11,전국
20216710,명탐정 코난: 비색의 탄환,2021-04-16,4.1,1970502280,209227,2021-05-03,2021-05-09,2021,5,전국
20180302,허리케인 하이스트,2018-03-14,1.8,1691528348,209225,2018-03-19,2018-03-25,2018,3,전국
20201002,조제,2020-12-10,3.2,1876179450,209062,2021-01-11,2021-01-17,2021,1,전국
20216801,"극장판 포켓몬스터: 정글의 아이, 코코",2021-09-15,0.7,1896361620,208739,2021-10-11,2021-10-17,2021,10,전국
20211281,매트릭스: 리저렉션,2021-12-22,0.4,2090696680,208540,2022-01-03,2022-01-09,2022,1,전국
20184721,시카리오: 데이 오브 솔다도,2018-06-27,1.2,1757824300,208131,2018-07-02,2018-07-08,2018,7,전국
20235098,나폴레옹,2023-12-06,2.4,2089569868,208098,2023-12-11,2023-12-17,2023,12,전국
20179187,공범자들,2017-08-17,1.7,1634900300,206599,2017-08-28,2017-09-03,2017,"8, 9",전국
20178395,12 솔져스,2018-01-31,3.0,1694056000,205651,2018-02-05,2018-02-11,2018,2,전국
20176947,원더,2017-12-27,0.4,1604088045,204774,2018-01-15,2018-01-21,2018,1,전국
20235613,스턴트맨,2024-05-01,2.1,2076288744,203085,2024-05-06,2024-05-12,2024,5,전국
20180789,한 솔로: 스타워즈 스토리,2018-05-24,2.9,1869517778,202950,2018-05-28,2018-06-03,2018,"5, 6",전국
20173693,어쌔신: 더 비기닝,2017-12-07,1.1,1554788600,200817,2017-12-11,2017-12-17,2017,12,전국
20184888,메리 포핀스 리턴즈,2019-02-14,1.7,1627896230,199519,2019-02-18,2019-02-24,2019,2,전국
20182585,비스트,2019-06-26,0.3,1573013300,199009,2019-07-01,2019-07-07,2019,7,전국
20228308,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,0.5,1777163300,197213,2022-12-26,2023-01-01,2022,"1, 12",전국
20183454,요로나의 저주,2019-04-17,0.5,1740917801,197125,2019-04-22,2019-04-28,2019,4,전국
20218604,극장판 짱구는 못말려: 격돌! 낙서왕국과 얼추 네 명의 용사들,2021-09-15,0.6,1872787000,196931,2021-10-18,2021-10-24,2021,10,전국
20229205,메간,2023-01-25,4.6,1999474006,196074,2023-01-30,2023-02-05,2023,"1, 2",전국
20171021,커런트 워,2019-08-22,1.8,1694668900,194259,2019-08-26,2019-09-01,2019,"8, 9",전국
20199448,어린 의뢰인,2019-05-22,0.7,1605025120,193949,2019-05-27,2019-06-02,2019,"5, 6",전국
20233038,리볼버,2024-08-07,6.9,1817747028,193510,2024-08-05,2024-08-11,2024,8,전국
20234044,베니스 유령 살인사건,2023-09-13,6.4,1873525229,191470,2023-09-18,2023-09-24,2023,9,전국
20180542,50가지 그림자: 해방,2018-02-21,2.1,1644466700,191205,2018-02-26,2018-03-04,2018,"2, 3",전국
20223676,문폴,2022-03-16,1.2,1936780100,190606,2022-03-28,2022-04-03,2022,"3, 4",전국
